Order_ID,Date,Region,Product,Category,Quantity,Price,Amount
2351,2023-09-14 00:57:42.925851704,North,Mouse,Accessories,1,500,500
2352,2023-09-14 18:28:08.176352708,South,Mobile,Electronics,4,30000,120000
2353,2023-09-15 11:58:33.426853708,West,Mouse,Accessories,3,500,1500
2354,2023-09-16 05:28:58.677354712,South,Keyboard,Accessories,5,1500,7500
2355,2023-09-16 22:59:23.927855712,North,Headphones,Accessories,1,2000,2000
2356,2023-09-17 16:29:49.178356716,South,Headphones,Accessories,5,2000,10000
2357,2023-09-18 10:00:14.428857716,South,Mobile,Electronics,4,30000,120000
2358,2023-09-19 03:30:39.679358720,East,Keyboard,Accessories,1,1500,1500
2359,2023-09-19 21:01:04.929859720,East,Keyboard,Accessories,3,1500,4500
2360,2023-09-20 14:31:30.180360724,West,Headphones,Accessories,4,2000,8000
2361,2023-09-21 08:01:55.430861724,West,Charger,Accessories,2,800,1600
2362,2023-09-22 01:32:20.681362728,West,Monitor,Electronics,3,12000,36000
2363,2023-09-22 19:02:45.931863728,South,Charger,Accessories,1,800,800
2364,2023-09-23 12:33:11.182364732,South,Mobile,Electronics,3,30000,90000
2365,2023-09-24 06:03:36.432865732,East,Laptop,Electronics,2,55000,110000
2366,2023-09-24 23:34:01.683366736,East,Keyboard,Accessories,2,1500,3000
2367,2023-09-25 17:04:26.933867736,North,Headphones,Accessories,4,2000,8000
2368,2023-09-26 10:34:52.184368740,South,Mobile,Electronics,2,30000,60000
2369,2023-09-27 04:05:17.434869740,West,Monitor,Electronics,3,12000,36000
2370,2023-09-27 21:35:42.685370744,North,Laptop,Electronics,4,55000,220000
2371,2023-09-28 15:06:07.935871744,South,Monitor,Electronics,1,12000,12000
2372,2023-09-29 08:36:33.186372748,South,Mobile,Electronics,5,30000,150000
2373,2023-09-30 02:06:58.436873748,North,Keyboard,Accessories,4,1500,6000
2374,2023-09-30 19:37:23.687374752,North,Keyboard,Accessories,3,1500,4500
2375,2023-10-01 13:07:48.937875752,West,Mobile,Electronics,2,30000,60000
2376,2023-10-02 06:38:14.188376756,East,Mouse,Accessories,5,500,2500
2377,2023-10-03 00:08:39.438877756,South,Mouse,Accessories,4,500,2000
2378,2023-10-03 17:39:04.689378760,West,Headphones,Accessories,2,2000,4000
2379,2023-10-04 11:09:29.939879760,North,Laptop,Electronics,5,55000,275000
2380,2023-10-05 04:39:55.190380764,East,Laptop,Electronics,1,55000,55000
2381,2023-10-05 22:10:20.440881764,South,Charger,Accessories,3,800,2400
2382,2023-10-06 15:40:45.691382768,North,Charger,Accessories,1,800,800
2383,2023-10-07 09:11:10.941883768,West,Mobile,Electronics,4,30000,120000
2384,2023-10-08 02:41:36.192384772,West,Mouse,Accessories,5,500,2500
2385,2023-10-08 20:12:01.442885772,South,Keyboard,Accessories,1,1500,1500
2386,2023-10-09 13:42:26.693386776,East,Monitor,Electronics,3,12000,36000
2387,2023-10-10 07:12:51.943887776,West,Laptop,Electronics,4,55000,220000
2388,2023-10-11 00:43:17.194388780,North,Headphones,Accessories,3,2000,6000
2389,2023-10-11 18:13:42.444889780,South,Headphones,Accessories,4,2000,8000
2390,2023-10-12 11:44:07.695390784,North,Keyboard,Accessories,5,1500,7500
2391,2023-10-13 05:14:32.945891784,East,Headphones,Accessories,3,2000,6000
2392,2023-10-13 22:44:58.196392788,South,Mobile,Electronics,2,30000,60000
2393,2023-10-14 16:15:23.446893788,North,Monitor,Electronics,1,12000,12000
2394,2023-10-15 09:45:48.697394792,South,Mouse,Accessories,1,500,500
2395,2023-10-16 03:16:13.947895792,North,Charger,Accessories,3,800,2400
2396,2023-10-16 20:46:39.198396796,East,Mobile,Electronics,1,30000,30000
2397,2023-10-17 14:17:04.448897796,North,Charger,Accessories,1,800,800
2398,2023-10-18 07:47:29.699398800,East,Laptop,Electronics,1,55000,55000
2399,2023-10-19 01:17:54.949899800,South,Charger,Accessories,2,800,1600
2400,2023-10-19 18:48:20.200400804,East,Headphones,Accessories,3,2000,6000
2401,2023-10-20 12:18:45.450901804,East,Keyboard,Accessories,3,1500,4500
2402,2023-10-21 05:49:10.701402808,West,Keyboard,Accessories,2,1500,3000
2403,2023-10-21 23:19:35.951903808,North,Monitor,Electronics,5,12000,60000
2404,2023-10-22 16:50:01.202404812,West,Monitor,Electronics,3,12000,36000
2405,2023-10-23 10:20:26.452905812,North,Headphones,Accessories,1,2000,2000
2406,2023-10-24 03:50:51.703406816,East,Headphones,Accessories,5,2000,10000
2407,2023-10-24 21:21:16.953907816,South,Charger,Accessories,1,800,800
2408,2023-10-25 14:51:42.204408820,South,Monitor,Electronics,2,12000,24000
2409,2023-10-26 08:22:07.454909820,South,Headphones,Accessories,3,2000,6000
2410,2023-10-27 01:52:32.705410824,East,Laptop,Electronics,5,55000,275000
2411,2023-10-27 19:22:57.955911824,North,Charger,Accessories,4,800,3200
2412,2023-10-28 12:53:23.206412828,West,Monitor,Electronics,5,12000,60000
2413,2023-10-29 06:23:48.456913828,East,Headphones,Accessories,5,2000,10000
2414,2023-10-29 23:54:13.707414832,North,Monitor,Electronics,4,12000,48000
2415,2023-10-30 17:24:38.957915832,East,Mouse,Accessories,3,500,1500
2416,2023-10-31 10:55:04.208416836,West,Keyboard,Accessories,3,1500,4500
2417,2023-11-01 04:25:29.458917836,East,Monitor,Electronics,2,12000,24000
2418,2023-11-01 21:55:54.709418840,West,Keyboard,Accessories,5,1500,7500
2419,2023-11-02 15:26:19.959919840,West,Keyboard,Accessories,2,1500,3000
2420,2023-11-03 08:56:45.210420844,South,Mobile,Electronics,2,30000,60000
2421,2023-11-04 02:27:10.460921844,South,Keyboard,Accessories,4,1500,6000
2422,2023-11-04 19:57:35.711422848,North,Headphones,Accessories,2,2000,4000
2423,2023-11-05 13:28:00.961923848,East,Laptop,Electronics,4,55000,220000
2424,2023-11-06 06:58:26.212424852,West,Monitor,Electronics,4,12000,48000
2425,2023-11-07 00:28:51.462925852,West,Monitor,Electronics,5,12000,60000
2426,2023-11-07 17:59:16.713426856,North,Headphones,Accessories,2,2000,4000
2427,2023-11-08 11:29:41.963927856,North,Monitor,Electronics,2,12000,24000
2428,2023-11-09 05:00:07.214428860,North,Mobile,Electronics,3,30000,90000
2429,2023-11-09 22:30:32.464929860,South,Mobile,Electronics,1,30000,30000
2430,2023-11-10 16:00:57.715430864,South,Keyboard,Accessories,1,1500,1500
2431,2023-11-11 09:31:22.965931864,South,Headphones,Accessories,5,2000,10000
2432,2023-11-12 03:01:48.216432868,South,Mobile,Electronics,4,30000,120000
2433,2023-11-12 20:32:13.466933868,North,Charger,Accessories,1,800,800
2434,2023-11-13 14:02:38.717434872,West,Charger,Accessories,3,800,2400
2435,2023-11-14 07:33:03.967935872,East,Charger,Accessories,5,800,4000
2436,2023-11-15 01:03:29.218436876,North,Laptop,Electronics,5,55000,275000
2437,2023-11-15 18:33:54.468937876,North,Mouse,Accessories,4,500,2000
2438,2023-11-16 12:04:19.719438880,North,Headphones,Accessories,2,2000,4000
2439,2023-11-17 05:34:44.969939880,North,Keyboard,Accessories,4,1500,6000
2440,2023-11-17 23:05:10.220440884,South,Mouse,Accessories,3,500,1500
2441,2023-11-18 16:35:35.470941884,East,Mouse,Accessories,2,500,1000
2442,2023-11-19 10:06:00.721442888,North,Mouse,Accessories,3,500,1500
2443,2023-11-20 03:36:25.971943888,West,Keyboard,Accessories,3,1500,4500
2444,2023-11-20 21:06:51.222444892,South,Keyboard,Accessories,3,1500,4500
2445,2023-11-21 14:37:16.472945892,South,Laptop,Electronics,4,55000,220000
2446,2023-11-22 08:07:41.723446896,North,Headphones,Accessories,1,2000,2000
2447,2023-11-23 01:38:06.973947896,South,Headphones,Accessories,3,2000,6000
2448,2023-11-23 19:08:32.224448900,South,Mouse,Accessories,4,500,2000
2449,2023-11-24 12:38:57.474949900,East,Headphones,Accessories,1,2000,2000
2450,2023-11-25 06:09:22.725450904,North,Laptop,Electronics,4,55000,220000
2451,2023-11-25 23:39:47.975951904,South,Laptop,Electronics,4,55000,220000
2452,2023-11-26 17:10:13.226452908,East,Mobile,Electronics,4,30000,120000
2453,2023-11-27 10:40:38.476953908,East,Headphones,Accessories,1,2000,2000
2454,2023-11-28 04:11:03.727454912,South,Laptop,Electronics,5,55000,275000
2455,2023-11-28 21:41:28.977955912,East,Charger,Accessories,3,800,2400
2456,2023-11-29 15:11:54.228456916,North,Keyboard,Accessories,5,1500,7500
2457,2023-11-30 08:42:19.478957916,South,Headphones,Accessories,5,2000,10000
2458,2023-12-01 02:12:44.729458920,North,Keyboard,Accessories,2,1500,3000
2459,2023-12-01 19:43:09.979959920,East,Mobile,Electronics,3,30000,90000
2460,2023-12-02 13:13:35.230460924,South,Mouse,Accessories,2,500,1000
2461,2023-12-03 06:44:00.480961924,South,Monitor,Electronics,1,12000,12000
2462,2023-12-04 00:14:25.731462928,East,Mobile,Electronics,3,30000,90000
2463,2023-12-04 17:44:50.981963928,West,Monitor,Electronics,1,12000,12000
2464,2023-12-05 11:15:16.232464932,West,Headphones,Accessories,3,2000,6000
2465,2023-12-06 04:45:41.482965932,East,Mouse,Accessories,2,500,1000
2466,2023-12-06 22:16:06.733466936,West,Mobile,Electronics,2,30000,60000
2467,2023-12-07 15:46:31.983967936,West,Laptop,Electronics,4,55000,220000
2468,2023-12-08 09:16:57.234468940,West,Mouse,Accessories,5,500,2500
2469,2023-12-09 02:47:22.484969940,East,Laptop,Electronics,1,55000,55000
2470,2023-12-09 20:17:47.735470944,East,Keyboard,Accessories,3,1500,4500
2471,2023-12-10 13:48:12.985971944,East,Headphones,Accessories,1,2000,2000
2472,2023-12-11 07:18:38.236472948,East,Headphones,Accessories,3,2000,6000
2473,2023-12-12 00:49:03.486973948,East,Laptop,Electronics,4,55000,220000
2474,2023-12-12 18:19:28.737474952,West,Mouse,Accessories,3,500,1500
2475,2023-12-13 11:49:53.987975952,West,Mobile,Electronics,3,30000,90000
2476,2023-12-14 05:20:19.238476956,North,Monitor,Electronics,4,12000,48000
2477,2023-12-14 22:50:44.488977956,South,Mobile,Electronics,5,30000,150000
2478,2023-12-15 16:21:09.739478960,East,Charger,Accessories,2,800,1600
2479,2023-12-16 09:51:34.989979960,East,Mouse,Accessories,1,500,500
2480,2023-12-17 03:22:00.240480964,West,Headphones,Accessories,3,2000,6000
2481,2023-12-17 20:52:25.490981964,West,Headphones,Accessories,3,2000,6000
2482,2023-12-18 14:22:50.741482968,South,Headphones,Accessories,4,2000,8000
2483,2023-12-19 07:53:15.991983968,East,Mouse,Accessories,1,500,500
2484,2023-12-20 01:23:41.242484972,East,Headphones,Accessories,4,2000,8000
2485,2023-12-20 18:54:06.492985972,East,Mouse,Accessories,2,500,1000
2486,2023-12-21 12:24:31.743486976,West,Charger,Accessories,4,800,3200
2487,2023-12-22 05:54:56.993987976,South,Headphones,Accessories,5,2000,10000
2488,2023-12-22 23:25:22.244488980,South,Mobile,Electronics,1,30000,30000
2489,2023-12-23 16:55:47.494989980,East,Headphones,Accessories,4,2000,8000
2490,2023-12-24 10:26:12.745490984,South,Monitor,Electronics,2,12000,24000
2491,2023-12-25 03:56:37.995991984,South,Monitor,Electronics,1,12000,12000
2492,2023-12-25 21:27:03.246492988,South,Mobile,Electronics,3,30000,90000
2493,2023-12-26 14:57:28.496993988,South,Charger,Accessories,1,800,800
2494,2023-12-27 08:27:53.747494992,South,Keyboard,Accessories,1,1500,1500
2495,2023-12-28 01:58:18.997995992,North,Laptop,Electronics,2,55000,110000
2496,2023-12-28 19:28:44.248496996,South,Laptop,Electronics,1,55000,55000
2497,2023-12-29 12:59:09.498997996,South,Mobile,Electronics,3,30000,90000
2498,2023-12-30 06:29:34.749499000,South,Monitor,Electronics,2,12000,24000
2499,2023-12-31 00:00:00.000000000,South,Headphones,Accessories,5,2000,10000
